id_ente,municipio,ano,registros
4204251,Cocal do Sul,2023,1062
4204251,Cocal do Sul,2024,1123
4204301,Concórdia,2013,893
4204301,Concórdia,2014,1096
4204301,Concórdia,2015,1196
4204301,Concórdia,2016,1186
4204301,Concórdia,2017,1441
4204301,Concórdia,2018,1453
4204301,Concórdia,2019,1529
4204301,Concórdia,2020,1513
4204301,Concórdia,2021,1584
4204301,Concórdia,2022,1475
4204301,Concórdia,2023,1635
4204301,Concórdia,2024,1657
4204350,Cordilheira Alta,2013,434
4204350,Cordilheira Alta,2014,495
4204350,Cordilheira Alta,2015,556
4204350,Cordilheira Alta,2016,601
4204350,Cordilheira Alta,2017,651
4204350,Cordilheira Alta,2018,667
4204350,Cordilheira Alta,2019,782
4204350,Cordilheira Alta,2020,739
4204350,Cordilheira Alta,2021,884
4204350,Cordilheira Alta,2022,907
4204350,Cordilheira Alta,2023,991
4204350,Cordilheira Alta,2024,754
4204400,Coronel Freitas,2013,576
4204400,Coronel Freitas,2014,752
4204400,Coronel Freitas,2015,755
4204400,Coronel Freitas,2016,769
4204400,Coronel Freitas,2017,857
4204400,Coronel Freitas,2018,880
4204400,Coronel Freitas,2019,913
4204400,Coronel Freitas,2020,908
4204400,Coronel Freitas,2021,933
4204400,Coronel Freitas,2022,994
4204400,Coronel Freitas,2023,1089
4204400,Coronel Freitas,2024,861
4204459,Coronel Martins,2013,415
4204459,Coronel Martins,2014,435
4204459,Coronel Martins,2015,522
4204459,Coronel Martins,2016,589
4204459,Coronel Martins,2017,822
4204459,Coronel Martins,2018,790
4204459,Coronel Martins,2019,639
4204459,Coronel Martins,2020,759
4204459,Coronel Martins,2021,724
4204459,Coronel Martins,2022,856
4204459,Coronel Martins,2023,947
4204459,Coronel Martins,2024,983
4204509,Corupá,2013,607
4204509,Corupá,2014,649
4204509,Corupá,2015,769
4204509,Corupá,2016,856
4204509,Corupá,2017,995
4204509,Corupá,2018,915
4204509,Corupá,2019,1022
4204509,Corupá,2020,993
4204509,Corupá,2021,991
4204509,Corupá,2022,990
4204509,Corupá,2023,1049
4204509,Corupá,2024,1209
4204558,Correia Pinto,2013,714
4204558,Correia Pinto,2014,785
4204558,Correia Pinto,2015,866
4204558,Correia Pinto,2016,859
4204558,Correia Pinto,2017,1143
4204558,Correia Pinto,2018,1189
4204558,Correia Pinto,2019,1193
4204558,Correia Pinto,2020,1166
4204558,Correia Pinto,2021,1125
4204558,Correia Pinto,2022,1207
4204558,Correia Pinto,2023,1243
4204558,Correia Pinto,2024,1226
4204608,Criciúma,2013,935
4204608,Criciúma,2014,1046
4204608,Criciúma,2015,1089
4204608,Criciúma,2016,1136
4204608,Criciúma,2017,1431
4204608,Criciúma,2018,1309
4204608,Criciúma,2019,1235
4204608,Criciúma,2020,1370
4204608,Criciúma,2021,1362
4204608,Criciúma,2022,1512
4204608,Criciúma,2023,1622
4204608,Criciúma,2024,1740
4204707,Cunha Porã,2013,507
4204707,Cunha Porã,2014,532
4204707,Cunha Porã,2015,599
4204707,Cunha Porã,2016,622
4204707,Cunha Porã,2017,739
4204707,Cunha Porã,2018,781
4204707,Cunha Porã,2019,890
4204707,Cunha Porã,2020,868
4204707,Cunha Porã,2021,830
4204707,Cunha Porã,2022,1039
4204707,Cunha Porã,2023,1023
4204707,Cunha Porã,2024,1101
4204756,Cunhataí,2013,469
4204756,Cunhataí,2014,462
4204756,Cunhataí,2015,582
4204756,Cunhataí,2016,560
4204756,Cunhataí,2017,646
4204756,Cunhataí,2018,654
4204756,Cunhataí,2019,714
4204756,Cunhataí,2020,783
4204756,Cunhataí,2021,743
4204756,Cunhataí,2022,840
4204756,Cunhataí,2023,886
4204756,Cunhataí,2024,888
4204806,Curitibanos,2013,767
4204806,Curitibanos,2014,791
4204806,Curitibanos,2015,1001
4204806,Curitibanos,2016,1025
4204806,Curitibanos,2017,1231
4204806,Curitibanos,2018,1324
4204806,Curitibanos,2019,1348
4204806,Curitibanos,2020,1371
4204806,Curitibanos,2021,1359
4204806,Curitibanos,2022,1496
4204806,Curitibanos,2023,1549
4204806,Curitibanos,2024,1606
4204905,Descanso,2013,681
4204905,Descanso,2014,789
4204905,Descanso,2015,866
4204905,Descanso,2016,869
4204905,Descanso,2017,1036
4204905,Descanso,2018,1090
4204905,Descanso,2019,1111
4204905,Descanso,2020,1176
4204905,Descanso,2021,1194
4204905,Descanso,2022,1251
4204905,Descanso,2023,1265
4204905,Descanso,2024,1291
4205001,Dionísio Cerqueira,2013,833
4205001,Dionísio Cerqueira,2014,929
4205001,Dionísio Cerqueira,2015,868
4205001,Dionísio Cerqueira,2016,928
4205001,Dionísio Cerqueira,2017,1167
4205001,Dionísio Cerqueira,2018,1274
4205001,Dionísio Cerqueira,2019,1179
4205001,Dionísio Cerqueira,2020,1226
4205001,Dionísio Cerqueira,2021,1246
4205001,Dionísio Cerqueira,2022,1249
4205001,Dionísio Cerqueira,2023,1173
4205001,Dionísio Cerqueira,2024,1276
4205100,Dona Emma,2013,558
4205100,Dona Emma,2014,620
4205100,Dona Emma,2015,680
4205100,Dona Emma,2016,747
4205100,Dona Emma,2017,917
4205100,Dona Emma,2018,977
4205100,Dona Emma,2019,982
4205100,Dona Emma,2020,987
4205100,Dona Emma,2021,1053
4205100,Dona Emma,2022,1083
4205100,Dona Emma,2023,1114
4205100,Dona Emma,2024,1136
4205159,Doutor Pedrinho,2013,414
4205159,Doutor Pedrinho,2014,497
4205159,Doutor Pedrinho,2015,570
4205159,Doutor Pedrinho,2016,581
4205159,Doutor Pedrinho,2017,647
4205159,Doutor Pedrinho,2018,646
4205159,Doutor Pedrinho,2019,741
4205159,Doutor Pedrinho,2020,772
4205159,Doutor Pedrinho,2021,810
4205159,Doutor Pedrinho,2022,856
4205159,Doutor Pedrinho,2023,883
4205159,Doutor Pedrinho,2024,948
4205175,Entre Rios,2013,496
4205175,Entre Rios,2014,543
4205175,Entre Rios,2015,535
4205175,Entre Rios,2016,633
4205175,Entre Rios,2017,644
4205175,Entre Rios,2018,717
4205175,Entre Rios,2019,662
4205175,Entre Rios,2020,687
4205175,Entre Rios,2021,741
4205175,Entre Rios,2022,726
4205175,Entre Rios,2023,719
4205175,Entre Rios,2024,726
4205191,Ermo,2013,355
4205191,Ermo,2014,0
4205191,Ermo,2015,439
4205191,Ermo,2016,411
4205191,Ermo,2017,435
4205191,Ermo,2018,490
4205191,Ermo,2019,448
4205191,Ermo,2020,490
4205191,Ermo,2021,516
4205191,Ermo,2022,489
4205191,Ermo,2023,474
4205191,Ermo,2024,486
4205209,Erval Velho,2013,552
4205209,Erval Velho,2014,570
4205209,Erval Velho,2015,609
4205209,Erval Velho,2016,712
4205209,Erval Velho,2017,831
4205209,Erval Velho,2018,852
4205209,Erval Velho,2019,831
4205209,Erval Velho,2020,790
4205209,Erval Velho,2021,831
4205209,Erval Velho,2022,867
4205209,Erval Velho,2023,901
4205209,Erval Velho,2024,942
4205308,Faxinal dos Guedes,2013,438
4205308,Faxinal dos Guedes,2014,438
4205308,Faxinal dos Guedes,2015,513
4205308,Faxinal dos Guedes,2016,579
4205308,Faxinal dos Guedes,2017,625
4205308,Faxinal dos Guedes,2018,737
4205308,Faxinal dos Guedes,2019,741
4205308,Faxinal dos Guedes,2020,801
4205308,Faxinal dos Guedes,2021,823
4205308,Faxinal dos Guedes,2022,861
4205308,Faxinal dos Guedes,2023,830
4205308,Faxinal dos Guedes,2024,796
4205357,Flor do Sertão,2013,415
4205357,Flor do Sertão,2014,422
4205357,Flor do Sertão,2015,444
4205357,Flor do Sertão,2016,487
4205357,Flor do Sertão,2017,457
4205357,Flor do Sertão,2018,495
4205357,Flor do Sertão,2019,513
4205357,Flor do Sertão,2020,553
4205357,Flor do Sertão,2021,588
4205357,Flor do Sertão,2022,540
4205357,Flor do Sertão,2023,612
4205357,Flor do Sertão,2024,687
4205407,Florianópolis,2013,1103
4205407,Florianópolis,2014,1185
4205407,Florianópolis,2015,1321
4205407,Florianópolis,2016,1426
4205407,Florianópolis,2017,1828
4205407,Florianópolis,2018,1902
4205407,Florianópolis,2019,1987
4205407,Florianópolis,2020,1942
4205407,Florianópolis,2021,2015
4205407,Florianópolis,2022,1951
4205407,Florianópolis,2023,2098
4205407,Florianópolis,2024,2064
4205431,Formosa do Sul,2013,535
4205431,Formosa do Sul,2014,620
4205431,Formosa do Sul,2015,678
4205431,Formosa do Sul,2016,656
4205431,Formosa do Sul,2017,771
4205431,Formosa do Sul,2018,742
4205431,Formosa do Sul,2019,842
4205431,Formosa do Sul,2020,851
4205431,Formosa do Sul,2021,780
4205431,Formosa do Sul,2022,779
4205431,Formosa do Sul,2023,834
4205431,Formosa do Sul,2024,849
4205456,Forquilhinha,2013,738
4205456,Forquilhinha,2014,833
4205456,Forquilhinha,2015,876
4205456,Forquilhinha,2016,864
4205456,Forquilhinha,2017,1045
4205456,Forquilhinha,2018,942
4205456,Forquilhinha,2019,973
4205456,Forquilhinha,2020,1041
4205456,Forquilhinha,2021,1056
4205456,Forquilhinha,2022,1119
4205456,Forquilhinha,2023,1171
4205456,Forquilhinha,2024,1257
4205506,Fraiburgo,2013,741
4205506,Fraiburgo,2014,863
4205506,Fraiburgo,2015,937
4205506,Fraiburgo,2016,1056
4205506,Fraiburgo,2017,1171
4205506,Fraiburgo,2018,1264
4205506,Fraiburgo,2019,1320
4205506,Fraiburgo,2020,1371
4205506,Fraiburgo,2021,1341
4205506,Fraiburgo,2022,1349
4205506,Fraiburgo,2023,1367
4205506,Fraiburgo,2024,1366
4205555,Frei Rogério,2013,482
4205555,Frei Rogério,2014,566
4205555,Frei Rogério,2015,669
4205555,Frei Rogério,2016,651
4205555,Frei Rogério,2017,683
4205555,Frei Rogério,2018,694
4205555,Frei Rogério,2019,712
4205555,Frei Rogério,2020,688
4205555,Frei Rogério,2021,708
4205555,Frei Rogério,2022,830
4205555,Frei Rogério,2023,860
4205555,Frei Rogério,2024,951
4205605,Galvão,2013,468
4205605,Galvão,2014,536
4205605,Galvão,2015,663
4205605,Galvão,2016,667
4205605,Galvão,2017,673
4205605,Galvão,2018,664
4205605,Galvão,2019,730
4205605,Galvão,2020,779
4205605,Galvão,2021,747
4205605,Galvão,2022,857
4205605,Galvão,2023,878
4205605,Galvão,2024,929
4205704,Garopaba,2013,743
4205704,Garopaba,2014,803
4205704,Garopaba,2015,900
4205704,Garopaba,2016,929
4205704,Garopaba,2017,1142
4205704,Garopaba,2018,1132
4205704,Garopaba,2019,1175
4205704,Garopaba,2020,1135
4205704,Garopaba,2021,1278
4205704,Garopaba,2022,1409
4205704,Garopaba,2023,1528
4205704,Garopaba,2024,1526
4205803,Garuva,2013,762
4205803,Garuva,2014,832
4205803,Garuva,2015,884
4205803,Garuva,2016,920
4205803,Garuva,2017,1110
4205803,Garuva,2018,1102
4205803,Garuva,2019,1116
4205803,Garuva,2020,1168
4205803,Garuva,2021,1109
4205803,Garuva,2022,1186
4205803,Garuva,2023,1229
4205803,Garuva,2024,1210
4205902,Gaspar,2013,830
4205902,Gaspar,2014,955
4205902,Gaspar,2015,1072
4205902,Gaspar,2016,1011
4205902,Gaspar,2017,1175
4205902,Gaspar,2018,1292
4205902,Gaspar,2019,1339
4205902,Gaspar,2020,1386
4205902,Gaspar,2021,1415
4205902,Gaspar,2022,1420
4205902,Gaspar,2023,1439
4205902,Gaspar,2024,1437
4206009,Governador Celso Ramos,2013,656
4206009,Governador Celso Ramos,2014,781
4206009,Governador Celso Ramos,2015,876
4206009,Governador Celso Ramos,2016,860
4206009,Governador Celso Ramos,2017,1121
4206009,Governador Celso Ramos,2018,1127
4206009,Governador Celso Ramos,2019,1168
4206009,Governador Celso Ramos,2020,1258
4206009,Governador Celso Ramos,2021,1245
4206009,Governador Celso Ramos,2022,1167
4206009,Governador Celso Ramos,2023,1375
4206009,Governador Celso Ramos,2024,1422
4206108,Grão-Pará,2013,611
4206108,Grão-Pará,2014,779
4206108,Grão-Pará,2015,824
4206108,Grão-Pará,2016,881
4206108,Grão-Pará,2017,1086
4206108,Grão-Pará,2018,1166
4206108,Grão-Pará,2019,1156
4206108,Grão-Pará,2020,1163
4206108,Grão-Pará,2021,1087
4206108,Grão-Pará,2022,1115
4206108,Grão-Pará,2023,1144
4206108,Grão-Pará,2024,1213
4206207,Gravatal,2013,578
4206207,Gravatal,2014,686
4206207,Gravatal,2015,738
4206207,Gravatal,2016,780
4206207,Gravatal,2017,838
4206207,Gravatal,2018,957
4206207,Gravatal,2019,984
4206207,Gravatal,2020,1072
4206207,Gravatal,2021,1156
4206207,Gravatal,2022,1253
4206207,Gravatal,2023,1212
4206207,Gravatal,2024,1254
4206306,Guabiruba,2013,591
4206306,Guabiruba,2014,566
4206306,Guabiruba,2015,556
4206306,Guabiruba,2016,580
4206306,Guabiruba,2017,630
4206306,Guabiruba,2018,631
4206306,Guabiruba,2019,628
4206306,Guabiruba,2020,646
4206306,Guabiruba,2021,631
4206306,Guabiruba,2022,673
4206306,Guabiruba,2023,690
4206306,Guabiruba,2024,771
4206405,Guaraciaba,2013,794
4206405,Guaraciaba,2014,893
4206405,Guaraciaba,2015,844
4206405,Guaraciaba,2016,785
4206405,Guaraciaba,2017,895
4206405,Guaraciaba,2018,900
4206405,Guaraciaba,2019,929
4206405,Guaraciaba,2020,861
4206405,Guaraciaba,2021,810
4206405,Guaraciaba,2022,886
4206405,Guaraciaba,2023,844
4206405,Guaraciaba,2024,909
4206504,Guaramirim,2013,712
4206504,Guaramirim,2014,941
4206504,Guaramirim,2015,1034
4206504,Guaramirim,2016,1007
4206504,Guaramirim,2017,1171
4206504,Guaramirim,2018,1094
4206504,Guaramirim,2019,1191
4206504,Guaramirim,2020,1239
4206504,Guaramirim,2021,1122
4206504,Guaramirim,2022,1227
4206504,Guaramirim,2023,1357
4206504,Guaramirim,2024,1342
4206603,Guarujá do Sul,2013,528
4206603,Guarujá do Sul,2014,647
4206603,Guarujá do Sul,2015,670
4206603,Guarujá do Sul,2016,654
4206603,Guarujá do Sul,2017,757
4206603,Guarujá do Sul,2018,849
4206603,Guarujá do Sul,2019,773
4206603,Guarujá do Sul,2020,767
4206603,Guarujá do Sul,2021,819
4206603,Guarujá do Sul,2022,922
4206603,Guarujá do Sul,2023,918
4206603,Guarujá do Sul,2024,918
4206652,Guatambú,2013,476
4206652,Guatambú,2014,607
4206652,Guatambú,2015,708
4206652,Guatambú,2016,685
4206652,Guatambú,2017,789
4206652,Guatambú,2018,810
4206652,Guatambú,2019,879
4206652,Guatambú,2020,928
4206652,Guatambú,2021,745
4206652,Guatambú,2022,837
4206652,Guatambú,2023,838
4206652,Guatambú,2024,880
4206702,Herval d'Oeste,2013,644
4206702,Herval d'Oeste,2014,722
4206702,Herval d'Oeste,2015,910
4206702,Herval d'Oeste,2016,941
4206702,Herval d'Oeste,2017,1149
4206702,Herval d'Oeste,2018,1138
4206702,Herval d'Oeste,2019,1163
4206702,Herval d'Oeste,2020,1182
4206702,Herval d'Oeste,2021,1145
4206702,Herval d'Oeste,2022,1182
4206702,Herval d'Oeste,2023,1290
4206702,Herval d'Oeste,2024,1374
4206751,Ibiam,2013,498
4206751,Ibiam,2014,535
4206751,Ibiam,2015,612
4206751,Ibiam,2016,674
4206751,Ibiam,2017,711
4206751,Ibiam,2018,797
4206751,Ibiam,2019,878
4206751,Ibiam,2020,855
4206751,Ibiam,2021,909
4206751,Ibiam,2022,994
4206751,Ibiam,2023,1047
4206751,Ibiam,2024,1039
4206801,Ibicaré,2013,452
4206801,Ibicaré,2014,510
4206801,Ibicaré,2015,494
4206801,Ibicaré,2016,528
4206801,Ibicaré,2017,606
4206801,Ibicaré,2018,618
4206801,Ibicaré,2019,726
4206801,Ibicaré,2020,757
4206801,Ibicaré,2021,700
4206801,Ibicaré,2022,740
4206801,Ibicaré,2023,875
4206801,Ibicaré,2024,990
4206900,Ibirama,2013,595
4206900,Ibirama,2014,667
4206900,Ibirama,2015,871
4206900,Ibirama,2016,859
4206900,Ibirama,2017,1043
4206900,Ibirama,2018,981
4206900,Ibirama,2019,1007
4206900,Ibirama,2020,1042
4206900,Ibirama,2021,1105
4206900,Ibirama,2022,1165
4206900,Ibirama,2023,1169
4206900,Ibirama,2024,1203
4207007,Içara,2013,880
4207007,Içara,2014,959
4207007,Içara,2015,1021
4207007,Içara,2016,1057
4207007,Içara,2017,1388
4207007,Içara,2018,1452
4207007,Içara,2019,1516
4207007,Içara,2020,1592
4207007,Içara,2021,1470
4207007,Içara,2022,1434
4207007,Içara,2023,1503
4207007,Içara,2024,1601
4207106,Ilhota,2013,629
4207106,Ilhota,2014,736
4207106,Ilhota,2015,907
4207106,Ilhota,2016,866
4207106,Ilhota,2017,1140
4207106,Ilhota,2018,1412
4207106,Ilhota,2019,1594
4207106,Ilhota,2020,1524
4207106,Ilhota,2021,1533
4207106,Ilhota,2022,1485
4207106,Ilhota,2023,1592
4207106,Ilhota,2024,1479
4207205,Imaruí,2013,554
4207205,Imaruí,2014,603
4207205,Imaruí,2015,850
4207205,Imaruí,2016,820
4207205,Imaruí,2017,1025
4207205,Imaruí,2018,1040
4207205,Imaruí,2019,1107
4207205,Imaruí,2020,1086
4207205,Imaruí,2021,1129
4207205,Imaruí,2022,1095
4207205,Imaruí,2023,1141
4207205,Imaruí,2024,1266
4207304,Imbituba,2013,876
4207304,Imbituba,2014,1042
4207304,Imbituba,2015,1014
4207304,Imbituba,2016,1034
4207304,Imbituba,2017,1413
4207304,Imbituba,2018,1458
4207304,Imbituba,2019,1584
4207304,Imbituba,2020,1630
4207304,Imbituba,2021,1514
4207304,Imbituba,2022,1658
4207304,Imbituba,2023,1620
4207304,Imbituba,2024,0
4207403,Imbuia,2013,549
4207403,Imbuia,2014,0
4207403,Imbuia,2015,592
4207403,Imbuia,2016,689
4207403,Imbuia,2017,800
4207403,Imbuia,2018,771
4207403,Imbuia,2019,766
4207403,Imbuia,2020,864
4207403,Imbuia,2021,962
4207403,Imbuia,2022,881
4207403,Imbuia,2023,1075
4207403,Imbuia,2024,1045
4207502,Indaial,2013,1009
4207502,Indaial,2014,1135
4207502,Indaial,2015,1216
4207502,Indaial,2016,1253
4207502,Indaial,2017,1537
4207502,Indaial,2018,1456
4207502,Indaial,2019,1475
4207502,Indaial,2020,1472
4207502,Indaial,2021,1552
4207502,Indaial,2022,1582
4207502,Indaial,2023,1661
4207502,Indaial,2024,1638
4207577,Iomerê,2013,454
4207577,Iomerê,2014,505
4207577,Iomerê,2015,558
4207577,Iomerê,2016,556
4207577,Iomerê,2017,657
4207577,Iomerê,2018,665
4207577,Iomerê,2019,741
4207577,Iomerê,2020,740
4207577,Iomerê,2021,725
4207577,Iomerê,2022,811
4207577,Iomerê,2023,836
4207577,Iomerê,2024,854
4207601,Ipira,2013,660
4207601,Ipira,2014,795
4207601,Ipira,2015,818
4207601,Ipira,2016,754
4207601,Ipira,2017,927
4207601,Ipira,2018,1000
4207601,Ipira,2019,980
4207601,Ipira,2020,1010
4207601,Ipira,2021,0
4207601,Ipira,2022,1113
4207601,Ipira,2023,1037
4207601,Ipira,2024,1092
4207650,Iporã do Oeste,2013,664
4207650,Iporã do Oeste,2014,702
4207650,Iporã do Oeste,2015,764
4207650,Iporã do Oeste,2016,815
4207650,Iporã do Oeste,2017,852
4207650,Iporã do Oeste,2018,896
4207650,Iporã do Oeste,2019,977
4207650,Iporã do Oeste,2020,1028
4207650,Iporã do Oeste,2021,1083
4207650,Iporã do Oeste,2022,1129
4207650,Iporã do Oeste,2023,1052
4207650,Iporã do Oeste,2024,1152
4207684,Ipuaçu,2013,507
4207684,Ipuaçu,2014,551
4207684,Ipuaçu,2015,614
4207684,Ipuaçu,2016,645
4207684,Ipuaçu,2017,673
4207684,Ipuaçu,2018,701
4207684,Ipuaçu,2019,788
4207684,Ipuaçu,2020,813
4207684,Ipuaçu,2021,799
4207684,Ipuaçu,2022,856
4207684,Ipuaçu,2023,839
4207684,Ipuaçu,2024,858
4207700,Ipumirim,2013,582
4207700,Ipumirim,2014,726
4207700,Ipumirim,2015,810
4207700,Ipumirim,2016,870
4207700,Ipumirim,2017,1009
4207700,Ipumirim,2018,1006
4207700,Ipumirim,2019,1049
4207700,Ipumirim,2020,1011
4207700,Ipumirim,2021,991
4207700,Ipumirim,2022,1143
4207700,Ipumirim,2023,1198
4207700,Ipumirim,2024,1142
4207759,Iraceminha,2013,564
4207759,Iraceminha,2014,686
4207759,Iraceminha,2015,651
4207759,Iraceminha,2016,709
4207759,Iraceminha,2017,650
4207759,Iraceminha,2018,847
4207759,Iraceminha,2019,802
4207759,Iraceminha,2020,789
4207759,Iraceminha,2021,788
4207759,Iraceminha,2022,839
4207759,Iraceminha,2023,883
4207759,Iraceminha,2024,876
4207809,Irani,2013,656
4207809,Irani,2014,751
4207809,Irani,2015,805
4207809,Irani,2016,782
4207809,Irani,2017,921
4207809,Irani,2018,1048
4207809,Irani,2019,1066
4207809,Irani,2020,1176
4207809,Irani,2021,1123
4207809,Irani,2022,1205
4207809,Irani,2023,1263
4207809,Irani,2024,1283
4207858,Irati,2013,415
4207858,Irati,2014,600
4207858,Irati,2015,768
4207858,Irati,2016,747
4207858,Irati,2017,830
4207858,Irati,2018,747
4207858,Irati,2019,855
4207858,Irati,2020,853
4207858,Irati,2021,863
4207858,Irati,2022,849
4207858,Irati,2023,978
4207858,Irati,2024,1095
4207908,Irineópolis,2013,699
4207908,Irineópolis,2014,640
4207908,Irineópolis,2015,802
4207908,Irineópolis,2016,827
4207908,Irineópolis,2017,981
4207908,Irineópolis,2018,1009
4207908,Irineópolis,2019,1038
4207908,Irineópolis,2020,1051
4207908,Irineópolis,2021,1146
4207908,Irineópolis,2022,1207
4207908,Irineópolis,2023,1233
4207908,Irineópolis,2024,1235
4208005,Itá,2013,844
4208005,Itá,2014,866
4208005,Itá,2015,953
4208005,Itá,2016,942
4208005,Itá,2017,1075
4208005,Itá,2018,1068
4208005,Itá,2019,1082
4208005,Itá,2020,1155
4208005,Itá,2021,1148
4208005,Itá,2022,1285
4208005,Itá,2023,1360
4208005,Itá,2024,1371
4208104,Itaiópolis,2013,739
4208104,Itaiópolis,2014,803
4208104,Itaiópolis,2015,932
4208104,Itaiópolis,2016,979
4208104,Itaiópolis,2017,1052
4208104,Itaiópolis,2018,1183
4208104,Itaiópolis,2019,1127
4208104,Itaiópolis,2020,1353
4208104,Itaiópolis,2021,1295
4208104,Itaiópolis,2022,1340
4208104,Itaiópolis,2023,1409
4208104,Itaiópolis,2024,1380
4208203,Itajaí,2013,1010
4208203,Itajaí,2014,1088
4208203,Itajaí,2015,1193
4208203,Itajaí,2016,1157
4208203,Itajaí,2017,1327
4208203,Itajaí,2018,1620
4208203,Itajaí,2019,1569
4208203,Itajaí,2020,1557
4208203,Itajaí,2021,1567
4208203,Itajaí,2022,1824
4208203,Itajaí,2023,1944
4208203,Itajaí,2024,1681
4208302,Itapema,2013,803
4208302,Itapema,2014,0
4208302,Itapema,2015,1037
4208302,Itapema,2016,1058
4208302,Itapema,2017,1377
4208302,Itapema,2018,1415
4208302,Itapema,2019,1518
4208302,Itapema,2020,1402
4208302,Itapema,2021,1432
4208302,Itapema,2022,1435
4208302,Itapema,2023,1606
4208302,Itapema,2024,1630
4208401,Itapiranga,2013,682
4208401,Itapiranga,2014,0
4208401,Itapiranga,2015,823
4208401,Itapiranga,2016,798
4208401,Itapiranga,2017,1047
4208401,Itapiranga,2018,1143
4208401,Itapiranga,2019,1208
4208401,Itapiranga,2020,1262
4208401,Itapiranga,2021,1229
4208401,Itapiranga,2022,1283
4208401,Itapiranga,2023,1298
4208401,Itapiranga,2024,1350
4208450,Itapoá,2013,722
4208450,Itapoá,2014,758
4208450,Itapoá,2015,951
4208450,Itapoá,2016,801
4208450,Itapoá,2017,1060
4208450,Itapoá,2018,1270
4208450,Itapoá,2019,1405
4208450,Itapoá,2020,1416
4208450,Itapoá,2021,1503
4208450,Itapoá,2022,1481
4208450,Itapoá,2023,1468
4208450,Itapoá,2024,1609
4208500,Ituporanga,2013,593
4208500,Ituporanga,2014,739
4208500,Ituporanga,2015,910
4208500,Ituporanga,2016,908
4208500,Ituporanga,2017,935
4208500,Ituporanga,2018,1100
4208500,Ituporanga,2019,1204
4208500,Ituporanga,2020,1172
4208500,Ituporanga,2021,1188
4208500,Ituporanga,2022,1276
4208500,Ituporanga,2023,1277
4208500,Ituporanga,2024,1259
4208609,Jaborá,2013,559
4208609,Jaborá,2014,474
4208609,Jaborá,2015,613
4208609,Jaborá,2016,600
4208609,Jaborá,2017,737
4208609,Jaborá,2018,705
4208609,Jaborá,2019,808
4208609,Jaborá,2020,837
4208609,Jaborá,2021,848
4208609,Jaborá,2022,925
4208609,Jaborá,2023,985
4208609,Jaborá,2024,1049
4208708,Jacinto Machado,2013,468
4208708,Jacinto Machado,2014,414
4208708,Jacinto Machado,2015,548
4208708,Jacinto Machado,2016,571
4208708,Jacinto Machado,2017,613
4208708,Jacinto Machado,2018,612
4208708,Jacinto Machado,2019,651
4208708,Jacinto Machado,2020,713
4208708,Jacinto Machado,2021,749
4208708,Jacinto Machado,2022,859
4208708,Jacinto Machado,2023,822
4208708,Jacinto Machado,2024,883
4208807,Jaguaruna,2013,554
4208807,Jaguaruna,2014,641
4208807,Jaguaruna,2015,764
4208807,Jaguaruna,2016,778
4208807,Jaguaruna,2017,981
4208807,Jaguaruna,2018,1090
4208807,Jaguaruna,2019,1187
4208807,Jaguaruna,2020,1218
4208807,Jaguaruna,2021,1164
4208807,Jaguaruna,2022,1355
4208807,Jaguaruna,2023,1401
4208807,Jaguaruna,2024,1453
4208906,Jaraguá do Sul,2013,1247
4208906,Jaraguá do Sul,2014,1409
4208906,Jaraguá do Sul,2015,1478
4208906,Jaraguá do Sul,2016,1572
4208906,Jaraguá do Sul,2017,1922
4208906,Jaraguá do Sul,2018,2108
4208906,Jaraguá do Sul,2019,2322
4208906,Jaraguá do Sul,2020,2403
4208906,Jaraguá do Sul,2021,2323
4208906,Jaraguá do Sul,2022,2303
4208906,Jaraguá do Sul,2023,2356
4208906,Jaraguá do Sul,2024,2363
4208955,Jardinópolis,2013,511
4208955,Jardinópolis,2014,567
4208955,Jardinópolis,2015,604
4208955,Jardinópolis,2016,619
4208955,Jardinópolis,2017,679
4208955,Jardinópolis,2018,718
4208955,Jardinópolis,2019,744
4208955,Jardinópolis,2020,819
4208955,Jardinópolis,2021,835
4208955,Jardinópolis,2022,860
4208955,Jardinópolis,2023,910
4208955,Jardinópolis,2024,879
4209003,Joaçaba,2013,942
4209003,Joaçaba,2014,973
4209003,Joaçaba,2015,1110
4209003,Joaçaba,2016,1161
4209003,Joaçaba,2017,1386
4209003,Joaçaba,2018,1442
4209003,Joaçaba,2019,1454
4209003,Joaçaba,2020,1562
4209003,Joaçaba,2021,1539
4209003,Joaçaba,2022,1587
4209003,Joaçaba,2023,1607
4209003,Joaçaba,2024,1573
4209102,Joinville,2013,1318
4209102,Joinville,2014,1433
4209102,Joinville,2015,1439
4209102,Joinville,2016,1768
4209102,Joinville,2017,1873
4209102,Joinville,2018,1995
4209102,Joinville,2019,1805
4209102,Joinville,2020,1813
4209102,Joinville,2021,2067
4209102,Joinville,2022,2140
4209102,Joinville,2023,2231
4209102,Joinville,2024,2259
4209151,José Boiteux,2013,513
4209151,José Boiteux,2014,487
4209151,José Boiteux,2015,599
4209151,José Boiteux,2016,684
4209151,José Boiteux,2017,828
4209151,José Boiteux,2018,797
4209151,José Boiteux,2019,753
4209151,José Boiteux,2020,761
4209151,José Boiteux,2021,852
4209151,José Boiteux,2022,917
4209151,José Boiteux,2023,921
4209151,José Boiteux,2024,934
4209177,Jupiá,2013,459
4209177,Jupiá,2014,0
4209177,Jupiá,2015,555
