ano,tema,indicador,valor,unidade,fonte,base_origem,variaveis_usadas,nivel_agregacao,comparabilidade_2014_2025,observacao_metodologica,atualizado_em
2015,Atendimento escolar,Matrículas em creche,842,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF_CRE,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2015,Atendimento escolar,Matrículas em pré-escola,847,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF_PRE,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2015,Atendimento escolar,Matrículas em ensino fundamental,4901,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2015,Atendimento escolar,Matrículas em anos iniciais,2815,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND_AI,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2015,Atendimento escolar,Matrículas em anos finais,2086,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND_AF,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2015,Atendimento escolar,Matrículas em ensino médio,1268,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_MED,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2015,Atendimento escolar,Matrículas em EJA,473,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_EJA,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2015,Atendimento escolar,Matrículas em educação especial,129,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_ESP,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2016,Atendimento escolar,Matrículas totais da educação básica,8817,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_BAS,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2016,Atendimento escolar,Matrículas em educação infantil,1902,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2016,Atendimento escolar,Matrículas em creche,959,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF_CRE,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2016,Atendimento escolar,Matrículas em pré-escola,943,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF_PRE,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2016,Atendimento escolar,Matrículas em ensino fundamental,4907,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2016,Atendimento escolar,Matrículas em anos iniciais,2698,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND_AI,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2016,Atendimento escolar,Matrículas em anos finais,2209,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND_AF,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2016,Atendimento escolar,Matrículas em ensino médio,1220,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_MED,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2016,Atendimento escolar,Matrículas em EJA,548,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_EJA,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2016,Atendimento escolar,Matrículas em educação especial,118,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_ESP,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2017,Atendimento escolar,Matrículas totais da educação básica,9315,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_BAS,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2017,Atendimento escolar,Matrículas em educação infantil,1986,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2017,Atendimento escolar,Matrículas em creche,971,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF_CRE,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2017,Atendimento escolar,Matrículas em pré-escola,1015,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF_PRE,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2017,Atendimento escolar,Matrículas em ensino fundamental,5175,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2017,Atendimento escolar,Matrículas em anos iniciais,2770,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND_AI,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2017,Atendimento escolar,Matrículas em anos finais,2405,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND_AF,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2017,Atendimento escolar,Matrículas em ensino médio,1202,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_MED,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2017,Atendimento escolar,Matrículas em EJA,757,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_EJA,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2017,Atendimento escolar,Matrículas em educação especial,132,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_ESP,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2018,Atendimento escolar,Matrículas totais da educação básica,9884,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_BAS,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2018,Atendimento escolar,Matrículas em educação infantil,2246,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2018,Atendimento escolar,Matrículas em creche,1073,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF_CRE,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2018,Atendimento escolar,Matrículas em pré-escola,1173,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF_PRE,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2018,Atendimento escolar,Matrículas em ensino fundamental,5378,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2018,Atendimento escolar,Matrículas em anos iniciais,2840,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND_AI,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2018,Atendimento escolar,Matrículas em anos finais,2538,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND_AF,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2018,Atendimento escolar,Matrículas em ensino médio,1286,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_MED,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2018,Atendimento escolar,Matrículas em EJA,686,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_EJA,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2018,Atendimento escolar,Matrículas em educação especial,152,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_ESP,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2019,Atendimento escolar,Matrículas totais da educação básica,10517,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_BAS,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2019,Atendimento escolar,Matrículas em educação infantil,2531,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2019,Atendimento escolar,Matrículas em creche,1270,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF_CRE,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2019,Atendimento escolar,Matrículas em pré-escola,1261,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF_PRE,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2019,Atendimento escolar,Matrículas em ensino fundamental,5576,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2019,Atendimento escolar,Matrículas em anos iniciais,3080,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND_AI,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2019,Atendimento escolar,Matrículas em anos finais,2496,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND_AF,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2019,Atendimento escolar,Matrículas em ensino médio,1393,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_MED,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2019,Atendimento escolar,Matrículas em EJA,696,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_EJA,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2019,Atendimento escolar,Matrículas em educação especial,167,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_ESP,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2020,Atendimento escolar,Matrículas totais da educação básica,10808,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_BAS,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2020,Atendimento escolar,Matrículas em educação infantil,2584,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2020,Atendimento escolar,Matrículas em creche,1280,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF_CRE,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2020,Atendimento escolar,Matrículas em pré-escola,1304,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF_PRE,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2020,Atendimento escolar,Matrículas em ensino fundamental,5899,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2020,Atendimento escolar,Matrículas em anos iniciais,3286,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND_AI,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2020,Atendimento escolar,Matrículas em anos finais,2613,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND_AF,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2020,Atendimento escolar,Matrículas em ensino médio,1499,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_MED,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2020,Atendimento escolar,Matrículas em EJA,602,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_EJA,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2020,Atendimento escolar,Matrículas em educação especial,205,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_ESP,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2021,Atendimento escolar,Matrículas totais da educação básica,10977,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_BAS,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2021,Atendimento escolar,Matrículas em educação infantil,2236,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2021,Atendimento escolar,Matrículas em creche,925,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF_CRE,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2021,Atendimento escolar,Matrículas em pré-escola,1311,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF_PRE,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2021,Atendimento escolar,Matrículas em ensino fundamental,6259,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2021,Atendimento escolar,Matrículas em anos iniciais,3541,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND_AI,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2021,Atendimento escolar,Matrículas em anos finais,2718,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND_AF,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2021,Atendimento escolar,Matrículas em ensino médio,1661,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_MED,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2021,Atendimento escolar,Matrículas em EJA,602,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_EJA,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2021,Atendimento escolar,Matrículas em educação especial,251,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_ESP,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2022,Atendimento escolar,Matrículas totais da educação básica,12120,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_BAS,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2022,Atendimento escolar,Matrículas em educação infantil,2958,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2022,Atendimento escolar,Matrículas em creche,1410,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF_CRE,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2022,Atendimento escolar,Matrículas em pré-escola,1548,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF_PRE,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2022,Atendimento escolar,Matrículas em ensino fundamental,6762,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2022,Atendimento escolar,Matrículas em anos iniciais,3912,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND_AI,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2022,Atendimento escolar,Matrículas em anos finais,2850,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND_AF,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2022,Atendimento escolar,Matrículas em ensino médio,1775,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_MED,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2022,Atendimento escolar,Matrículas em EJA,534,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_EJA,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2022,Atendimento escolar,Matrículas em educação especial,332,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_ESP,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2023,Atendimento escolar,Matrículas totais da educação básica,12768,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_BAS,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2023,Atendimento escolar,Matrículas em educação infantil,3045,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2023,Atendimento escolar,Matrículas em creche,1194,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF_CRE,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2023,Atendimento escolar,Matrículas em pré-escola,1851,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF_PRE,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2023,Atendimento escolar,Matrículas em ensino fundamental,7180,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2023,Atendimento escolar,Matrículas em anos iniciais,4198,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND_AI,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2023,Atendimento escolar,Matrículas em anos finais,2982,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND_AF,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2023,Atendimento escolar,Matrículas em ensino médio,1828,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_MED,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2023,Atendimento escolar,Matrículas em EJA,498,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_EJA,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2023,Atendimento escolar,Matrículas em educação especial,435,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_ESP,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2024,Atendimento escolar,Matrículas totais da educação básica,13352,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_BAS,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2024,Atendimento escolar,Matrículas em educação infantil,3225,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2024,Atendimento escolar,Matrículas em creche,1556,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF_CRE,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2024,Atendimento escolar,Matrículas em pré-escola,1669,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF_PRE,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2024,Atendimento escolar,Matrículas em ensino fundamental,7503,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2024,Atendimento escolar,Matrículas em anos iniciais,4360,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND_AI,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2024,Atendimento escolar,Matrículas em anos finais,3143,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND_AF,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2024,Atendimento escolar,Matrículas em ensino médio,1940,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_MED,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2024,Atendimento escolar,Matrículas em EJA,474,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_EJA,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2024,Atendimento escolar,Matrículas em educação especial,569,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_ESP,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2025,Atendimento escolar,Matrículas totais da educação básica,13855,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_BAS,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2025,Atendimento escolar,Matrículas em educação infantil,3269,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2025,Atendimento escolar,Matrículas em creche,1611,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF_CRE,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2025,Atendimento escolar,Matrículas em pré-escola,1658,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_INF_PRE,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2025,Atendimento escolar,Matrículas em ensino fundamental,7950,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2025,Atendimento escolar,Matrículas em anos iniciais,4592,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND_AI,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2025,Atendimento escolar,Matrículas em anos finais,3358,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_FUND_AF,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2025,Atendimento escolar,Matrículas em ensino médio,2028,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_MED,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
2025,Atendimento escolar,Matrículas em EJA,421,matrículas,Censo Escolar/INEP,painel_educacao_tijucas_matriculas.csv,QT_MAT_EJA,município/ano,comparável com adaptação,Soma das matrículas filtradas para escolas de Tijucas/SC.,2026-06-01T12:00:08
